"Materials Rendered (Instances)/AVERAGE","Materials Rendered (Instances)/STD.DEV","Materials Rendered (Unique)/AVERAGE","Materials Rendered (Unique)/STD.DEV","Shaders Rendered (Instances)/AVERAGE","Shaders Rendered (Instances)/STD.DEV","Shaders Rendered (Types)/AVERAGE","Shaders Rendered (Types)/STD.DEV","Shaders Rendered (Variants)/AVERAGE","Shaders Rendered (Variants)/STD.DEV","Amount of Hotspots in view/AVERAGE","Amount of Hotspots in view/STD.DEV"
"0.9763314","0.999723","0.4881657","0.4998615","0.9763314","0.999723","0.4881657","0.4998615","0.4881657","0.4998615","3.905325","3.998892"
